"(1.270423412322998, 5.7729997634887695, 1.0)","(1.3515183925628662, 14.589556694030762, 1.0)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(1.3515183925628662, 14.589556694030762, 1.0)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(1.3515183925628662, 14.589556694030762, 0.9977049231529236)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(1.3515183925628662, 14.589556694030762, 0.9977049231529236)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(1.3515183925628662, 14.589556694030762, 0.9977049231529236)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(1.3515183925628662, 14.589556694030762, 0.9977049231529236)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(1.3515183925628662, 14.589556694030762, 0.9977049231529236)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(1.3515183925628662, 14.589556694030762, 0.9977049231529236)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(1.3515183925628662, 14.589556694030762, 0.9977049231529236)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(1.3515183925628662, 14.589556694030762, 0.9977049231529236)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(1.4336894750595093, 14.551443099975586, 0.9977048635482788)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(2.253279685974121, 14.17128849029541, 0.9977049231529236)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(3.0690155029296875, 13.792915344238281, 0.9977049231529236)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(3.877338171005249, 13.419289588928223, 1.0066806077957153)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(4.6811394691467285, 13.049076080322266, 1.0164653062820435)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(5.484940528869629, 12.678862571716309, 1.0153610706329346)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(6.288741111755371, 12.308649063110352, 1.0033679008483887)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(7.083808422088623, 11.943402290344238, 1.0049049854278564)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(7.872377872467041, 11.582574844360352, 1.013554334640503)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(8.6609468460083, 11.221748352050781, 1.011314868927002)"
"(1.270423412322998, 5.7729997634887695, 1.0)","(9.449118614196777, 10.861102104187012, 0.9993077516555786)"
"(1.314906120300293, 5.765374183654785, 1.0)","(10.226584434509277, 10.506562232971191, 1.0062960386276245)"
"(1.4467623233795166, 5.743223190307617, 1.0)","(11.001843452453613, 10.15355396270752, 1.0084928274154663)"
"(1.6638784408569336, 5.709311485290527, 1.0)","(11.777103424072266, 9.800546646118164, 0.9998008608818054)"
"(1.9639003276824951, 5.665223121643066, 1.0)","(12.546150207519531, 9.45035171508789, 0.9977049231529236)"
"(2.344613552093506, 5.613316059112549, 1.0)","(13.307270050048828, 9.105210304260254, 1.0056055784225464)"
"(2.804128408432007, 5.559486389160156, 1.0)","(14.0679931640625, 8.760354042053223, 1.003711223602295)"
"(3.3397138118743896, 5.503053188323975, 1.0)","(14.826279640197754, 8.41661262512207, 0.9977735877037048)"
"(3.9496681690216064, 5.453413009643555, 1.0)","(15.578372955322266, 8.0757417678833, 0.9982319474220276)"
"(4.631463050842285, 5.417888641357422, 1.0)","(16.32503890991211, 7.738398551940918, 1.0018281936645508)"
"(5.382179260253906, 5.401705265045166, 1.0)","(17.067630767822266, 7.4038496017456055, 1.0032812356948853)"
"(6.198599338531494, 5.4195170402526855, 1.0)","(17.804109573364258, 7.073493480682373, 1.006964087486267)"
"(7.074851989746094, 5.49845552444458, 1.0)","(18.540586471557617, 6.743136882781982, 0.9997580051422119)"
