"(1.347940444946289, 12.271626472473145, 1.0)","(1.3515183925628662, 14.648605346679688, 1.0)"
"(1.347940444946289, 12.271626472473145, 1.0)","(1.3515183925628662, 14.648605346679688, 1.0)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.648592948913574, 0.9976944923400879)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.648538589477539, 0.997694194316864)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.648447036743164, 0.9976937770843506)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.648319244384766, 0.9976931810379028)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.648153305053711, 0.997692346572876)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.64794921875, 0.9976913332939148)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.647704124450684, 0.9976900219917297)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.647416114807129, 0.9976884126663208)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.647083282470703, 0.9976864457130432)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.646703720092773, 0.9976840615272522)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.646273612976074, 0.9976811408996582)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.645790100097656, 0.9976776838302612)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.645248413085938, 0.9976735711097717)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.3515183925628662, 14.644645690917969, 0.9976686239242554)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(1.776752233505249, 14.553339004516602, 0.9974775314331055)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(2.397284984588623, 14.420385360717773, 0.9976804852485657)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(3.01302170753479, 14.288453102111816, 0.9977023005485535)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(3.6238906383514404, 14.157557487487793, 0.9977046251296997)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(4.229884147644043, 14.02769947052002, 0.9977049231529236)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(4.8310017585754395, 13.898880958557129, 0.9977049231529236)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(5.427243709564209, 13.771100997924805, 0.9977049231529236)"
"(1.347940444946289, 12.271626472473145, 0.9977049231529236)","(6.01861047744751, 13.64435863494873, 0.9977049231529236)"
