"(1.301163673400879, 11.09283447265625, 1.0)","(1.3515183925628662, 7.169967174530029, 1.0)"
"(1.301163673400879, 11.09283447265625, 1.0)","(1.3515183925628662, 7.169967174530029, 1.0)"
"(1.301163673400879, 11.09283447265625, 1.0)","(1.3515183925628662, 7.169967174530029, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(1.3515183925628662, 7.169967174530029, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(1.3515183925628662, 7.169967174530029, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(1.3515183925628662, 7.169967174530029, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(1.3515183925628662, 7.169967174530029, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(1.3515183925628662, 7.169967174530029, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(1.3515183925628662, 7.169967174530029, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(1.8131723403930664, 7.322004795074463, 0.9977042078971863)"
"(1.301163673400879, 11.09283447265625, 1.0)","(2.2948131561279297, 7.480729579925537, 0.9977048635482788)"
"(1.301163673400879, 11.09283447265625, 1.0)","(2.7720329761505127, 7.638009548187256, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(3.2448325157165527, 7.793844223022461, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(3.713212013244629, 7.9482340812683105, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(4.177098274230957, 8.101113319396973, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(4.6364970207214355, 8.252496719360352, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(5.091437816619873, 8.40240478515625, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(5.541959762573242, 8.550869941711426, 0.9977049231529236)"
"(1.301163673400879, 11.09283447265625, 1.0)","(5.988063812255859, 8.697891235351562, 0.9977049231529236)"
"(1.3671220541000366, 11.054555892944336, 1.0)","(6.429750442504883, 8.843469619750977, 0.9977049231529236)"
"(1.5592377185821533, 10.943609237670898, 1.0)","(6.867019176483154, 8.987605094909668, 0.9977049231529236)"
"(1.8690059185028076, 10.766063690185547, 1.0)","(7.299871921539307, 9.130297660827637, 0.9977049231529236)"
"(2.288236618041992, 10.528564453125, 1.0)","(7.728307723999023, 9.271547317504883, 0.9977049231529236)"
"(2.80781888961792, 10.236132621765137, 1.0)","(8.152230262756348, 9.41129207611084, 0.9977049231529236)"
"(3.4207305908203125, 9.897542953491211, 1.0)","(8.571712493896484, 9.549578666687012, 0.9977049231529236)"
"(4.117800235748291, 9.517791748046875, 1.0)","(8.986780166625977, 9.686424255371094, 0.9977049231529236)"
"(4.890199184417725, 9.102420806884766, 1.0)","(9.397427558898926, 9.821805000305176, 0.9974761605262756)"
"(5.732744216918945, 8.663971900939941, 1.0)","(9.803462028503418, 9.95567512512207, 0.9976803660392761)"
"(6.635852813720703, 8.206968307495117, 1.0)","(10.205156326293945, 10.088129043579102, 0.9977023005485535)"
"(7.592126369476318, 7.740181922912598, 1.0)","(10.602444648742676, 10.219144821166992, 0.9977046251296997)"
"(8.59567928314209, 7.275891304016113, 1.0)","(10.995320320129395, 10.34872055053711, 0.9977049231529236)"
"(9.644384384155273, 6.83662223815918, 1.0)","(11.383784294128418, 10.476856231689453, 0.9977049231529236)"
"(10.740553855895996, 6.466048240661621, 1.0)","(11.76783561706543, 10.603550910949707, 0.9977049231529236)"
"(11.891080856323242, 6.356937885284424, 1.0)","(12.147472381591797, 10.728768348693848, 0.9977049231529236)"
"(11.954825401306152, 7.406160354614258, 1.0)","(12.522697448730469, 10.85253620147705, 0.9977049231529236)"
"(11.497596740722656, 8.469369888305664, 1.0)","(12.893510818481445, 10.974864959716797, 0.9977049231529236)"
"(11.017688751220703, 9.500106811523438, 1.0)","(13.259913444519043, 11.095756530761719, 0.9977049231529236)"
"(10.575630187988281, 10.513341903686523, 1.0)","(13.621904373168945, 11.215209007263184, 0.9977049231529236)"
"(10.206464767456055, 11.510339736938477, 1.0)","(13.979748725891113, 11.3333101272583, 0.9970515966415405)"
"(9.940629959106445, 12.485329627990723, 1.0)","(14.332686424255371, 11.449811935424805, 0.997634768486023)"
"(9.81899356842041, 13.42730712890625, 1.0)","(14.681424140930176, 11.56494426727295, 0.9976974129676819)"
"(9.923907279968262, 14.296954154968262, 1.0)","(15.027695655822754, 11.679272651672363, 0.9977041482925415)"
"(10.23393726348877, 15.016450881958008, 1.0)","(15.373932838439941, 11.79358959197998, 0.9977048635482788)"
"(10.64974308013916, 15.562780380249023, 1.0)","(15.720142364501953, 11.907896995544434, 0.9977049231529236)"
"(11.121161460876465, 15.927814483642578, 1.0)","(16.066320419311523, 12.022168159484863, 0.9977049231529236)"
"(11.524675369262695, 16.180910110473633, 1.0)","(16.412473678588867, 12.13640308380127, 0.9977049231529236)"
"(11.862625122070312, 16.296104431152344, 1.0)","(16.75859832763672, 12.250628471374512, 0.9977049231529236)"
