"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 1.0)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 1.0)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.1429446935653687, 5.286676406860352, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.2473698854446411, 5.325990200042725, 0.9977046847343445)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(1.6723864078521729, 5.486043453216553, 0.9975605607032776)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(2.093325138092041, 5.644573211669922, 0.997689425945282)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(2.5103280544281006, 5.801631450653076, 0.9977032542228699)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(2.9233574867248535, 5.957205295562744, 0.9977047443389893)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(3.332409381866455, 6.111292362213135, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(3.737483501434326, 6.263893127441406, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(4.138579845428467, 6.4150071144104, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(4.535697937011719, 6.564634323120117, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(4.928435802459717, 6.71255350112915, 0.9981099963188171)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(5.317237377166748, 6.858935832977295, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(5.701796531677246, 7.003671646118164, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(6.082358360290527, 7.146905422210693, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(6.458941459655762, 7.288654327392578, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(6.831545829772949, 7.428919792175293, 0.9977049231529236)"
"(0.0, 5.286699295043945, 0.9977049827575684)","(7.200170993804932, 7.5677008628845215, 0.9977049231529236)"
