trial_num,jspsychID,stimulus,agent,time_elapse,causal_rating,counterfactual_rating,animacy_rating,rt_1,rt_2,rt_3,trial_rt,subject_id,outcome,cf,outcome_CF_match,vid_num
40,2e2qvcjqu8nzhzp,4p_in_out_med.mp4,inanimate,638639.0,100,1,1,18858.39999997616,20647.29999995232,22908.699999928474,23853.60000002384,5,in,out,False,4
42,2e2qvcjqu8nzhzp,18a_out_out_far.mp4,animate,683919.0,1,1,100,42333.40000009537,38732.40000009537,23601.0,44008.40000009537,5,out,out,True,18
44,2e2qvcjqu8nzhzp,22a_out_in_med.mp4,animate,715419.0,64,65,100,23778.59999990464,26804.89999997616,28537.5,29482.39999997616,5,out,in,False,22
46,2e2qvcjqu8nzhzp,17p_out_out_far.mp4,inanimate,755245.0,1,1,1,17724.100000023842,37512.800000071526,38649.20000004768,39548.90000009537,5,out,out,True,17
48,2e2qvcjqu8nzhzp,8a_in_in.mp4,animate,793235.0,1,100,100,27948.199999928474,32538.39999997616,34755.5,35969.89999997616,5,in,in,True,8
50,2e2qvcjqu8nzhzp,1p_in_out_close.mp4,inanimate,846163.0,100,1,19,38636.70000004768,41853.89999997616,51135.39999997616,51900.300000071526,5,in,out,False,1
52,2e2qvcjqu8nzhzp,10 a_in_in.mp4,animate,867009.0,89,8,100,12703.299999952316,14840.799999952316,18407.199999928474,19329.79999995232,5,in,in,True,10
54,2e2qvcjqu8nzhzp,3a_in_out_med.mp4,animate,899881.0,100,1,100,27443.199999928474,30008.89999997616,31696.199999928474,32606.60000002384,5,in,out,False,3
56,2e2qvcjqu8nzhzp,1a_in_out_close.mp4,animate,945366.0,82,73,100,36659.60000002384,42352.60000002384,44163.60000002384,45221.0,5,in,out,False,1
58,2e2qvcjqu8nzhzp,5p_in_out_far.mp4,inanimate,971535.0,100,1,1,13443.399999976158,15097.200000047684,23197.39999997616,24153.60000002384,5,in,out,False,5
60,2e2qvcjqu8nzhzp,22p_out_in_med.mp4,inanimate,1010438.0,1,1,1,30902.5,33816.200000047684,35830.0,36876.5,5,out,in,False,22
6,b1znq1dnfhxgk8d,8a_in_in.mp4,animate,380499.0,4,94,95,67906.10000000149,80593.5,61862.60000000149,82997.39999999851,6,in,in,True,8
8,b1znq1dnfhxgk8d,11a_in_in.mp4,animate,423259.0,14,71,96,27199.5,37296.19999999553,40195.10000000149,41495.19999999553,6,in,in,True,11
10,b1znq1dnfhxgk8d,13p_out_out_close_.mp4,inanimate,464270.0,92,92,94,26994.59999999404,33667.0,38024.19999999553,39496.09999999404,6,out,out,True,13
12,b1znq1dnfhxgk8d,1p_in_out_close.mp4,inanimate,548636.0,69,42,97,59073.39999999851,69444.5,74396.0,83098.89999999851,6,in,out,False,1
14,b1znq1dnfhxgk8d,23p_out_in_far.mp4,inanimate,574364.0,16,26,92,15738.20000000298,20334.79999999702,23538.39999999851,24954.39999999851,6,out,in,False,23
16,b1znq1dnfhxgk8d,19a_out_in_close.mp4,animate,606574.0,69,69,96,21944.89999999851,26792.0,29565.0,30946.39999999851,6,out,in,False,19
18,b1znq1dnfhxgk8d,21a_out_in_med.mp4,animate,639410.0,22,22,96,24728.60000000149,28731.20000000298,30953.5,32062.5,6,out,in,False,21
20,b1znq1dnfhxgk8d,7p_in_in.mp4,inanimate,692538.0,16,91,23,33852.79999999702,41087.29999999702,51444.5,52861.39999999851,6,in,in,True,7
22,b1znq1dnfhxgk8d,20p_out_in_close.mp4,inanimate,727912.0,82,83,19,21241.09999999404,24951.89999999851,33389.69999999553,34614.69999999553,6,out,in,False,20
24,b1znq1dnfhxgk8d,24p_out_in_far.mp4,inanimate,762850.0,69,69,24,15441.60000000149,22562.60000000149,33096.39999999851,34414.60000000149,6,out,in,False,24
26,b1znq1dnfhxgk8d,9a_in_in.mp4,animate,800592.0,59,59,96,22193.0,26741.39999999851,35701.89999999851,36733.5,6,in,in,True,9
28,b1znq1dnfhxgk8d,19p_out_in_close.mp4,inanimate,823403.0,18,20,18,9128.69999999553,11233.60000000149,19430.5,20789.5,6,out,in,False,19
30,b1znq1dnfhxgk8d,13a_out_out_close.mp4,animate,860748.0,56,56,96,19310.70000000298,22037.39999999851,27124.80000000447,36331.80000000447,6,out,out,True,13
32,b1znq1dnfhxgk8d,16a_out_out_med.mp4,animate,885985.0,63,64,99,13832.29999999702,16388.79999999702,23414.39999999851,24464.69999999553,6,out,out,True,16
34,b1znq1dnfhxgk8d,1a_in_out_close.mp4,animate,919904.0,42,66,97,23403.70000000298,29567.39999999851,32251.60000000149,33409.80000000447,6,in,out,False,1
36,b1znq1dnfhxgk8d,2a_in_out_close.mp4,animate,951850.0,28,73,98,25739.29999999702,27055.69999999553,29097.79999999702,30173.39999999851,6,in,out,False,2
38,b1znq1dnfhxgk8d,11p_in_in.mp4,inanimate,981304.0,43,58,4,14522.0,19283.29999999702,26924.69999999553,28190.5,6,in,in,True,11
40,b1znq1dnfhxgk8d,23a_out_in_far.mp4,animate,1019572.0,80,79,97,27502.89999999851,30815.80000000447,36640.80000000447,37748.20000000298,6,out,in,False,23
42,b1znq1dnfhxgk8d,15a_out_out_close.mp4,animate,1051859.0,76,76,97,27616.0,29058.30000000447,30936.70000000298,32013.10000000149,6,out,out,True,15
44,b1znq1dnfhxgk8d,12a_in_in.mp4,animate,1080520.0,19,81,96,20520.70000000298,22809.60000000149,25501.10000000149,26639.0,6,in,in,True,12
46,b1znq1dnfhxgk8d,7a_in_in.mp4,animate,1138464.0,8,91,94,50522.79999999702,53473.20000000298,56581.70000000298,57675.29999999702,6,in,in,True,7
48,b1znq1dnfhxgk8d,22a_out_in_med.mp4,animate,1169262.0,22,22,96,21254.29999999702,23667.0,28072.39999999851,29029.29999999702,6,out,in,False,22
50,b1znq1dnfhxgk8d,15p_out_out_med.mp4,inanimate,1203673.0,31,31,8,19874.69999999553,22866.39999999851,31340.19999999553,32390.60000000149,6,out,out,True,15
52,b1znq1dnfhxgk8d,14p_out_out_close_.mp4,inanimate,1231334.0,25,23,7,15370.29999999702,17652.0,25286.39999999851,26645.89999999851,6,out,out,True,14
54,b1znq1dnfhxgk8d,4p_in_out_med.mp4,inanimate,1270886.0,23,75,6,27788.60000000149,31195.60000000149,37063.39999999851,38039.5,6,in,out,False,4
56,b1znq1dnfhxgk8d,2p_in_out_close.mp4,inanimate,1323845.0,18,79,8,39361.89999999851,41770.0,49380.29999999702,50944.29999999702,6,in,out,False,2
58,b1znq1dnfhxgk8d,17a_out_out_far.mp4,animate,1370152.0,10,9,93,35337.39999999851,37747.10000000149,43024.5,44793.0,6,out,out,True,17
60,b1znq1dnfhxgk8d,24a_out_in_far.mp4,animate,1462956.0,81,83,95,70752.10000000149,83856.80000000447,90352.5,91542.89999999852,6,out,in,False,24
62,b1znq1dnfhxgk8d,16p_out_out_med.mp4,inanimate,1492510.0,14,20,9,11678.30000000447,14028.0,27639.89999999851,28792.39999999851,6,out,out,True,16
64,b1znq1dnfhxgk8d,10p_in_in.mp4,inanimate,1526581.0,21,87,26,21424.39999999851,24299.79999999702,32161.29999999702,33801.5,6,in,in,True,10
66,b1znq1dnfhxgk8d,17p_out_out_far.mp4,inanimate,1555516.0,19,18,41,18504.79999999702,20623.29999999702,25719.89999999851,27676.10000000149,6,out,out,True,17
68,b1znq1dnfhxgk8d,18a_out_out_far.mp4,animate,1575685.0,9,9,95,15711.89999999851,18311.89999999851,9224.80000000447,19897.10000000149,6,out,out,True,18
70,b1znq1dnfhxgk8d,6p_in_out_far.mp4,inanimate,1600068.0,86,5,7,11985.39999999851,14140.09999999404,22909.79999999702,24110.59999999404,6,in,out,False,6
72,b1znq1dnfhxgk8d,20a_out_in_close.mp4,animate,1640329.0,83,82,89,31194.5,35281.39999999851,37872.29999999702,38992.89999999851,6,out,in,False,20
74,b1znq1dnfhxgk8d,18p_out_out_far.mp4,inanimate,1664017.0,10,11,10,15186.39999999851,16900.60000000149,21321.60000000149,22424.80000000447,6,out,out,True,18
76,b1znq1dnfhxgk8d,5p_in_out_far.mp4,inanimate,1690096.0,88,15,14,13292.0,17108.39999999851,22118.60000000149,25058.60000000149,6,in,out,False,5
78,b1znq1dnfhxgk8d,3p_in_out_med.mp4,inanimate,1717321.0,59,60,7,15814.5,19262.90000000596,24183.5,25216.10000000149,6,in,out,False,3
80,b1znq1dnfhxgk8d,5a_in_out_far.mp4,animate,1737246.0,82,14,77,8158.20000000298,10209.10000000149,18388.0,19408.60000000149,6,in,out,False,5
82,b1znq1dnfhxgk8d,22p_out_in_med.mp4,inanimate,1775419.0,59,59,17,20730.80000000447,26163.0,34703.10000000149,36410.5,6,out,in,False,22
84,b1znq1dnfhxgk8d,4a_in_out_med.mp4,animate,1821011.0,34,71,91,22577.5,25162.5,43140.19999999553,44315.0,6,in,out,False,4
86,b1znq1dnfhxgk8d,6a_in_out_far.mp4,animate,1841605.0,88,7,91,14986.69999999553,17520.60000000149,19212.79999999702,20327.69999999553,6,in,out,False,6
88,b1znq1dnfhxgk8d,8p_in_in.mp4,inanimate,1869105.0,9,86,79,19714.29999999702,15996.20000000298,25777.79999999702,26730.20000000298,6,in,in,True,8
90,b1znq1dnfhxgk8d,3a_in_out_med.mp4,animate,1900385.0,67,56,97,16924.0,21833.59999999404,29373.89999999851,30512.79999999702,6,in,out,False,3
92,b1znq1dnfhxgk8d,12p_in_in.mp4,inanimate,1929838.0,19,88,5,17694.69999999553,21017.69999999553,26883.89999999851,28431.19999999553,6,in,in,True,12
94,b1znq1dnfhxgk8d,14a_out_out_close.mp4,animate,1958275.0,82,85,94,23704.69999999553,25001.60000000149,26818.19999999553,27912.69999999553,6,out,out,True,14
96,b1znq1dnfhxgk8d,10 a_in_in.mp4,animate,1986360.0,56,56,90,17265.10000000149,20038.0,26110.60000000149,27568.10000000149,6,in,in,True,10
98,b1znq1dnfhxgk8d,21p_out_in_med.mp4,inanimate,2047646.0,19,19,30,49806.20000000298,54053.70000000298,59881.10000000149,60770.20000000298,6,out,in,False,21
100,b1znq1dnfhxgk8d,9p_in_in.mp4,inanimate,2089821.0,34,69,7,34238.5,36903.5,39068.90000000596,40160.80000000447,6,in,in,True,9
6,78oupzdys7m4gth,12a_in_in.mp4,animate,404739.0,34,100,1,78248.5,74074.70000000298,60242.70000000298,79005.70000000298,7,in,in,True,12
8,78oupzdys7m4gth,4p_in_out_med.mp4,inanimate,429217.0,100,1,80,7247.0,17339.90000000596,23441.09999999404,23968.09999999404,7,in,out,False,4
10,78oupzdys7m4gth,9a_in_in.mp4,animate,452922.0,100,25,1,11774.70000000298,14865.5,16346.5,22445.60000000894,7,in,in,True,9
12,78oupzdys7m4gth,11a_in_in.mp4,animate,472062.0,100,1,1,11871.79999999702,14205.89999999106,16951.59999999404,17880.29999999702,7,in,in,True,11
14,78oupzdys7m4gth,5p_in_out_far.mp4,inanimate,498064.0,100,1,100,13164.20000000298,17967.39999999106,22154.70000000298,25744.0,7,in,out,False,5
16,78oupzdys7m4gth,19a_out_in_close.mp4,animate,538297.0,1,20,1,6831.100000008941,34737.60000000894,36530.0,38224.5,7,out,in,False,19
18,78oupzdys7m4gth,12p_in_in.mp4,inanimate,595539.0,100,100,100,28580.40000000596,30840.70000000298,56071.10000000894,56732.70000000298,7,in,in,True,12
20,78oupzdys7m4gth,8a_in_in.mp4,animate,623892.0,1,100,1,7341.70000000298,21509.79999999702,23511.79999999702,27336.0,7,in,in,True,8
22,78oupzdys7m4gth,15a_out_out_close.mp4,animate,645813.0,100,1,100,12506.5,14722.40000000596,20681.70000000298,21648.90000000596,7,out,out,True,15
24,78oupzdys7m4gth,10p_in_in.mp4,inanimate,672100.0,100,25,100,8744.59999999404,23843.0,24836.0,25777.19999998808,7,in,in,True,10
26,78oupzdys7m4gth,16p_out_out_med.mp4,inanimate,699546.0,64,66,100,17460.79999999702,22100.90000000596,26551.20000000298,27189.0,7,out,out,True,16
28,78oupzdys7m4gth,22a_out_in_med.mp4,animate,719765.0,100,1,1,7453.79999999702,18177.09999999404,19457.5,19957.59999999404,7,out,in,False,22
30,78oupzdys7m4gth,13a_out_out_close.mp4,animate,759945.0,100,100,1,14992.90000000596,23051.90000000596,39093.90000000596,39670.90000000596,7,out,out,True,13
32,78oupzdys7m4gth,11p_in_in.mp4,inanimate,779281.0,100,100,100,7843.699999988079,12168.69999998808,16960.39999999106,17575.39999999106,7,in,in,True,11
34,78oupzdys7m4gth,20a_out_in_close.mp4,animate,793127.0,100,100,1,6097.20000000298,11100.0,12927.0,13587.40000000596,7,out,in,False,20
36,78oupzdys7m4gth,24a_out_in_far.mp4,animate,836120.0,1,1,1,19435.40000000596,36479.70000000298,41223.40000000596,41976.90000000596,7,out,in,False,24
38,78oupzdys7m4gth,14a_out_out_close.mp4,animate,866158.0,100,100,1,26587.80000001192,27770.90000000596,29007.20000000298,29777.20000000298,7,out,out,True,14
40,78oupzdys7m4gth,18p_out_out_far.mp4,inanimate,883072.0,1,1,100,7295.699999988079,10952.79999999702,14385.79999999702,15405.59999999404,7,out,out,True,18
42,78oupzdys7m4gth,18a_out_out_far.mp4,animate,907776.0,1,1,1,14587.80000001192,21951.60000000894,23825.30000001192,24439.0,7,out,out,True,18
44,78oupzdys7m4gth,5a_in_out_far.mp4,animate,932172.0,100,1,1,17491.19999998808,21939.59999999404,22863.59999999404,23386.19999998808,7,in,out,False,5
46,78oupzdys7m4gth,17p_out_out_far.mp4,inanimate,949593.0,1,1,1,11757.10000000894,13454.0,14683.10000000894,15907.10000000894,7,out,out,True,17
48,78oupzdys7m4gth,3a_in_out_med.mp4,animate,965980.0,100,1,1,7439.0,13210.90000000596,14193.59999999404,15367.40000000596,7,in,out,False,3
50,78oupzdys7m4gth,23a_out_in_far.mp4,animate,984787.0,100,100,1,12146.20000000298,15547.09999999404,16843.09999999404,17298.09999999404,7,out,in,False,23
52,78oupzdys7m4gth,6p_in_out_far.mp4,inanimate,1005091.0,100,1,100,6735.29999999702,18037.20000000298,12145.29999999702,19527.29999999702,7,in,out,False,6
54,78oupzdys7m4gth,16a_out_out_med.mp4,animate,1023026.0,100,100,1,10353.40000000596,14264.60000000894,15429.60000000894,15928.70000000298,7,out,out,True,16
56,78oupzdys7m4gth,1a_in_out_close.mp4,animate,1062080.0,1,100,1,12378.29999999702,29560.60000000894,38175.70000000298,38791.40000000596,7,in,out,False,1
58,78oupzdys7m4gth,7p_in_in.mp4,inanimate,1076561.0,1,100,100,7873.699999988079,10197.0,11326.0,12457.0,7,in,in,True,7
60,78oupzdys7m4gth,21p_out_in_med.mp4,inanimate,1097386.0,100,100,100,9914.39999999106,13287.79999999702,15968.5,20312.70000000298,7,out,in,False,21
62,78oupzdys7m4gth,23p_out_in_far.mp4,inanimate,1127112.0,25,21,1,23181.09999999404,27448.29999999702,11344.0,28204.19999998808,7,out,in,False,23
64,78oupzdys7m4gth,20p_out_in_close.mp4,inanimate,1144739.0,79,75,100,10314.39999999106,12613.0,16283.0,16869.09999999404,7,out,in,False,20
66,78oupzdys7m4gth,2a_in_out_close.mp4,animate,1171050.0,69,100,1,15163.29999999702,22474.89999999106,24876.69999998808,25302.19999998808,7,in,out,False,2
68,78oupzdys7m4gth,19p_out_in_close.mp4,inanimate,1193055.0,100,100,100,7584.399999991059,16954.70000000298,20583.0,21495.79999999702,7,out,in,False,19
70,78oupzdys7m4gth,14p_out_out_close_.mp4,inanimate,1215365.0,76,71,100,10723.90000000596,17806.29999999702,19641.09999999404,20789.09999999404,7,out,out,True,14
72,78oupzdys7m4gth,15p_out_out_med.mp4,inanimate,1246290.0,1,1,100,18125.5,19977.90000000596,28055.80000001192,28908.40000000596,7,out,out,True,15
74,78oupzdys7m4gth,22p_out_in_med.mp4,inanimate,1265235.0,65,64,100,9547.40000000596,11620.5,13252.5,17686.40000000596,7,out,in,False,22
76,78oupzdys7m4gth,4a_in_out_med.mp4,animate,1277852.0,100,1,1,6488.59999999404,8308.699999988079,11199.39999999106,11858.59999999404,7,in,out,False,4
78,78oupzdys7m4gth,1p_in_out_close.mp4,inanimate,1297976.0,100,100,100,9095.19999998808,13652.39999999106,18972.29999999702,19615.89999999106,7,in,out,False,1
80,78oupzdys7m4gth,8p_in_in.mp4,inanimate,1326463.0,1,100,100,14755.39999999106,20573.70000000298,21618.70000000298,26477.29999999702,7,in,in,True,8
82,78oupzdys7m4gth,6a_in_out_far.mp4,animate,1337832.0,100,1,1,5326.59999999404,6853.399999991059,9034.19999998808,9610.69999998808,7,in,out,False,6
84,78oupzdys7m4gth,13p_out_out_close_.mp4,inanimate,1355605.0,100,100,100,11530.0,13332.40000000596,14276.20000000298,15764.5,7,out,out,True,13
86,78oupzdys7m4gth,10 a_in_in.mp4,animate,1381093.0,100,29,1,17676.70000000298,22269.10000000894,23236.90000000596,24729.10000000894,7,in,in,True,10
88,78oupzdys7m4gth,2p_in_out_close.mp4,inanimate,1412673.0,100,1,100,26000.40000000596,27414.30000001192,30784.5,31318.80000001192,7,in,out,False,2
90,78oupzdys7m4gth,24p_out_in_far.mp4,inanimate,1462471.0,1,1,100,39465.0,41433.69999998808,42738.79999999702,48786.0,7,out,in,False,24
92,78oupzdys7m4gth,7a_in_in.mp4,animate,1488399.0,1,100,1,16478.39999999106,22360.09999999404,23369.39999999106,23918.69999998808,7,in,in,True,7
94,78oupzdys7m4gth,9p_in_in.mp4,inanimate,1543905.0,100,100,100,43712.09999999404,53153.69999998808,54694.79999999702,55249.0,7,in,in,True,9
96,78oupzdys7m4gth,3p_in_out_med.mp4,inanimate,1567145.0,100,1,31,10202.29999999702,20156.10000000894,21313.70000000298,21721.20000000298,7,in,out,False,3
98,78oupzdys7m4gth,21a_out_in_med.mp4,animate,1587274.0,100,100,1,11261.60000000894,16732.40000000596,17866.20000000298,18359.70000000298,7,out,in,False,21
100,78oupzdys7m4gth,17a_out_out_far.mp4,animate,1603252.0,1,1,1,8474.5,12377.60000000894,13478.60000000894,14221.80000001192,7,out,out,True,17
6,cdfvj15z6yfnera,23a_out_in_far.mp4,animate,187019.0,100,100,100,40404.0,43146.60000000149,50782.80000000447,52611.30000000447,8,out,in,False,23
8,cdfvj15z6yfnera,17p_out_out_far.mp4,inanimate,221360.0,1,1,17,26756.0,28745.90000000596,32900.0,33834.0,8,out,out,True,17
10,cdfvj15z6yfnera,5p_in_out_far.mp4,inanimate,245155.0,100,1,19,10312.70000000298,17138.60000000149,22195.70000000298,23285.60000000149,8,in,out,False,5
12,cdfvj15z6yfnera,21a_out_in_med.mp4,animate,265456.0,99,100,88,13265.60000000149,15080.39999999851,16968.70000000298,18294.39999999851,8,out,in,False,21
14,cdfvj15z6yfnera,16p_out_out_med.mp4,inanimate,324239.0,5,1,1,44884.80000000447,47009.60000000149,56044.5,56773.5,8,out,out,True,16
16,cdfvj15z6yfnera,10 a_in_in.mp4,animate,346974.0,100,1,1,14178.10000000149,16146.90000000596,19999.20000000298,21478.0,8,in,in,True,10
18,cdfvj15z6yfnera,4p_in_out_med.mp4,inanimate,361061.0,100,4,8,6902.5,9306.30000000447,11627.30000000447,12325.10000000149,8,in,out,False,4
20,cdfvj15z6yfnera,23p_out_in_far.mp4,inanimate,382267.0,100,92,9,16158.10000000149,18504.0,19729.20000000298,20449.30000000447,8,out,in,False,23
22,cdfvj15z6yfnera,16a_out_out_med.mp4,animate,399705.0,5,1,95,13952.29999999702,15310.39999999851,16154.5,16932.19999999553,8,out,out,True,16
24,cdfvj15z6yfnera,14p_out_out_close_.mp4,inanimate,427015.0,100,97,1,5799.0,15451.70000000298,25715.70000000298,26302.70000000298,8,out,out,True,14
26,cdfvj15z6yfnera,7a_in_in.mp4,animate,458204.0,1,4,94,17984.79999999702,29357.69999999553,27896.69999999553,29929.79999999702,8,in,in,True,7
28,cdfvj15z6yfnera,2a_in_out_close.mp4,animate,482560.0,70,100,95,14046.0,18239.80000000447,20730.20000000298,23090.20000000298,8,in,out,False,2
30,cdfvj15z6yfnera,1p_in_out_close.mp4,inanimate,503006.0,100,4,1,14422.39999999851,15588.29999999702,18104.10000000149,18682.10000000149,8,in,out,False,1
32,cdfvj15z6yfnera,5a_in_out_far.mp4,animate,514952.0,100,1,94,6772.10000000149,8307.0,9652.10000000149,10438.79999999702,8,in,out,False,5
34,cdfvj15z6yfnera,24a_out_in_far.mp4,animate,542625.0,100,98,96,22619.69999999553,23527.5,24960.69999999553,25915.69999999553,8,out,in,False,24
36,cdfvj15z6yfnera,18a_out_out_far.mp4,animate,553260.0,1,1,100,6002.79999999702,7399.89999999851,8611.10000000149,9126.5,8,out,out,True,18
38,cdfvj15z6yfnera,19a_out_in_close.mp4,animate,565805.0,92,97,100,6569.0,8116.39999999851,10436.20000000298,11288.10000000149,8,out,in,False,19
40,cdfvj15z6yfnera,14a_out_out_close.mp4,animate,577136.0,97,100,100,7143.0,8183.30000000447,9449.70000000298,10061.70000000298,8,out,out,True,14
42,cdfvj15z6yfnera,7p_in_in.mp4,inanimate,591241.0,1,90,1,6869.60000000149,10425.20000000298,11976.10000000149,12598.10000000149,8,in,in,True,7
44,cdfvj15z6yfnera,13a_out_out_close.mp4,animate,601825.0,100,100,100,6535.0,7597.90000000596,8700.30000000447,9320.20000000298,8,out,out,True,13
46,cdfvj15z6yfnera,1a_in_out_close.mp4,animate,611174.0,100,96,100,6021.19999999553,7140.10000000149,8372.60000000149,9090.5,8,in,out,False,1
48,cdfvj15z6yfnera,12a_in_in.mp4,animate,627598.0,57,100,100,11056.19999999553,12706.10000000149,13750.89999999851,14403.10000000149,8,in,in,True,12
50,cdfvj15z6yfnera,10p_in_in.mp4,inanimate,638755.0,97,66,1,6704.80000000447,8103.70000000298,9641.5,10387.80000000447,8,in,in,True,10
52,cdfvj15z6yfnera,4a_in_out_med.mp4,animate,651481.0,94,8,100,7460.80000000447,8868.60000000149,10053.10000000149,10719.30000000447,8,in,out,False,4
54,cdfvj15z6yfnera,3p_in_out_med.mp4,inanimate,663193.0,100,6,1,6623.89999999851,8517.39999999851,10533.5,11193.5,8,in,out,False,3
56,cdfvj15z6yfnera,24p_out_in_far.mp4,inanimate,675781.0,80,91,1,6560.5,9397.69999999553,10627.0,11317.09999999404,8,out,in,False,24
58,cdfvj15z6yfnera,20p_out_in_close.mp4,inanimate,687947.0,100,100,4,7184.59999999404,9902.5,11033.69999999553,11658.39999999851,8,out,in,False,20
60,cdfvj15z6yfnera,22p_out_in_med.mp4,inanimate,698827.0,94,94,10,5727.60000000149,7143.60000000149,8159.69999999553,8873.5,8,out,in,False,22
62,cdfvj15z6yfnera,3a_in_out_med.mp4,animate,733228.0,100,1,100,29053.70000000298,30392.0,31635.5,32639.5,8,in,out,False,3
64,cdfvj15z6yfnera,9a_in_in.mp4,animate,751142.0,100,79,1,13255.39999999851,14765.0,16002.29999999702,16656.0,8,in,in,True,9
66,cdfvj15z6yfnera,11p_in_in.mp4,inanimate,762753.0,66,72,1,6830.60000000149,8088.60000000149,9290.0,9849.90000000596,8,in,in,True,11
68,cdfvj15z6yfnera,13p_out_out_close_.mp4,inanimate,774375.0,90,87,2,7891.80000000447,9023.90000000596,10296.80000000447,10864.80000000447,8,out,out,True,13
70,cdfvj15z6yfnera,15a_out_out_close.mp4,animate,785903.0,100,85,100,7259.70000000298,8901.60000000149,10584.0,11272.5,8,out,out,True,15
72,cdfvj15z6yfnera,15p_out_out_med.mp4,inanimate,809774.0,32,15,1,10497.29999999702,12226.29999999702,21716.0,22357.59999999404,8,out,out,True,15
74,cdfvj15z6yfnera,8a_in_in.mp4,animate,822392.0,3,74,100,8217.89999999851,9934.60000000149,11424.0,12110.79999999702,8,in,in,True,8
76,cdfvj15z6yfnera,6p_in_out_far.mp4,inanimate,831067.0,100,1,1,5328.30000000447,6632.70000000298,7845.40000000596,8417.30000000447,8,in,out,False,6
78,cdfvj15z6yfnera,20a_out_in_close.mp4,animate,840055.0,100,100,100,6129.39999999851,7171.0,8115.10000000149,8733.0,8,out,in,False,20
80,cdfvj15z6yfnera,22a_out_in_med.mp4,animate,851785.0,74,71,100,7342.10000000149,9010.0,10105.0,10973.10000000149,8,out,in,False,22
82,cdfvj15z6yfnera,21p_out_in_med.mp4,inanimate,861499.0,100,100,1,6304.5,7320.39999999851,8621.70000000298,9187.5,8,out,in,False,21
84,cdfvj15z6yfnera,6a_in_out_far.mp4,animate,870917.0,100,1,100,4797.10000000149,5713.29999999702,6747.60000000149,7405.19999999553,8,in,out,False,6
86,cdfvj15z6yfnera,2p_in_out_close.mp4,inanimate,896111.0,96,19,1,13643.0,14773.90000000596,22801.10000000149,23436.0,8,in,out,False,2
88,cdfvj15z6yfnera,18p_out_out_far.mp4,inanimate,904828.0,1,1,1,5674.39999999851,6575.59999999404,7471.5,8208.5,8,out,out,True,18
90,cdfvj15z6yfnera,8p_in_in.mp4,inanimate,916260.0,1,94,1,5691.10000000149,6584.10000000149,8775.29999999702,9414.5,8,in,in,True,8
92,cdfvj15z6yfnera,19p_out_in_close.mp4,inanimate,930449.0,99,97,1,11112.80000000447,11926.89999999851,13032.80000000447,13674.60000000149,8,out,in,False,19
94,cdfvj15z6yfnera,9p_in_in.mp4,inanimate,941813.0,86,59,1,6134.79999999702,7856.599999994039,9231.79999999702,9852.79999999702,8,in,in,True,9
96,cdfvj15z6yfnera,12p_in_in.mp4,inanimate,977363.0,59,100,1,22035.39999999851,32403.29999999702,30199.09999999404,33789.19999999553,8,in,in,True,12
98,cdfvj15z6yfnera,17a_out_out_far.mp4,animate,994190.0,1,1,100,11686.60000000149,13109.70000000298,14922.5,15560.20000000298,8,out,out,True,17
100,cdfvj15z6yfnera,11a_in_in.mp4,animate,1004737.0,61,100,100,6880.5,8059.90000000596,8968.0,9540.20000000298,8,in,in,True,11
6,h6v1vpeevwnl99k,17p_out_out_far.mp4,inanimate,149880.0,4,5,71,21819.5,25167.700000047684,30048.30000001192,33516.700000047684,11,out,out,True,17
8,h6v1vpeevwnl99k,7a_in_in.mp4,animate,193685.0,5,99,42,30828.69999998808,38283.69999998808,41293.09999996424,41793.29999995232,11,in,in,True,7
10,h6v1vpeevwnl99k,8a_in_in.mp4,animate,212951.0,9,96,42,10586.899999976158,14192.19999998808,17330.899999976158,17757.899999976158,11,in,in,True,8
12,h6v1vpeevwnl99k,24a_out_in_far.mp4,animate,237724.0,13,13,66,18208.30000001192,20506.0,22305.30000001192,22765.30000001192,11,out,in,False,24
14,h6v1vpeevwnl99k,4p_in_out_med.mp4,inanimate,257514.0,72,14,59,6619.5,16419.100000023842,17563.80000001192,18031.80000001192,11,in,out,False,4
16,h6v1vpeevwnl99k,10 a_in_in.mp4,animate,289728.0,38,60,96,23089.60000002384,26599.5,29245.19999998808,30455.80000001192,11,in,in,True,10
18,h6v1vpeevwnl99k,2a_in_out_close.mp4,animate,308934.0,76,67,80,11179.5,15453.5,17066.899999976158,18196.29999995232,11,in,out,False,2
20,h6v1vpeevwnl99k,21a_out_in_med.mp4,animate,331447.0,66,32,84,11824.400000035765,18584.5,20763.10000002384,22005.60000002384,11,out,in,False,21
22,h6v1vpeevwnl99k,5p_in_out_far.mp4,inanimate,347679.0,94,92,30,5946.699999988079,11247.100000023842,13668.0,14474.80000001192,11,in,out,False,5
24,h6v1vpeevwnl99k,11a_in_in.mp4,animate,363416.0,84,23,86,5988.199999988079,11881.19999998808,13099.399999976158,13729.399999976158,11,in,in,True,11
26,h6v1vpeevwnl99k,15a_out_out_close.mp4,animate,384010.0,80,69,66,11078.399999976158,17893.899999976158,19548.19999998808,20338.60000002384,11,out,out,True,15
28,h6v1vpeevwnl99k,1p_in_out_close.mp4,inanimate,402896.0,68,58,47,5793.199999988079,11732.600000023842,17458.5,17878.19999998808,11,in,out,False,1
